"Step","Group: text1-vision0 - evaluation/blimp/ellipsis","Group: text1-vision0 - evaluation/blimp/ellipsis__MIN","Group: text1-vision0 - evaluation/blimp/ellipsis__MAX","Group: text1-vision100 - evaluation/blimp/ellipsis","Group: text1-vision100 - evaluation/blimp/ellipsis__MIN","Group: text1-vision100 - evaluation/blimp/ellipsis__MAX","Group: text1-vision10 - evaluation/blimp/ellipsis","Group: text1-vision10 - evaluation/blimp/ellipsis__MIN","Group: text1-vision10 - evaluation/blimp/ellipsis__MAX","Group: text1-vision1 - evaluation/blimp/ellipsis","Group: text1-vision1 - evaluation/blimp/ellipsis__MIN","Group: text1-vision1 - evaluation/blimp/ellipsis__MAX","Group: text10-vision1 - evaluation/blimp/ellipsis","Group: text10-vision1 - evaluation/blimp/ellipsis__MIN","Group: text10-vision1 - evaluation/blimp/ellipsis__MAX","Group: text10-vision100 - evaluation/blimp/ellipsis","Group: text10-vision100 - evaluation/blimp/ellipsis__MIN","Group: text10-vision100 - evaluation/blimp/ellipsis__MAX","Group: text10-vision10 - evaluation/blimp/ellipsis","Group: text10-vision10 - evaluation/blimp/ellipsis__MIN","Group: text10-vision10 - evaluation/blimp/ellipsis__MAX","Group: text10-vision0 - evaluation/blimp/ellipsis","Group: text10-vision0 - evaluation/blimp/ellipsis__MIN","Group: text10-vision0 - evaluation/blimp/ellipsis__MAX"
"4877","","","","","","","","","","","","","","","","67.48999786376953","67.48999786376953","67.48999786376953","71.4800033569336","71.4800033569336","71.4800033569336","","",""
"4933","66.34000015258789","64.66999816894531","68.01000213623047","","","","","","","","","","","","","","","","","","","","",""
"4934","","","","","","","","","","","","","","","","","","","","","","73.20999908447266","73.20999908447266","73.20999908447266"
"5007","","","","","","","","","","64.66999816894531","64.66999816894531","64.66999816894531","","","","","","","","","","","",""
"5065","64.46499824523926","63.34000015258789","65.58999633789062","","","","","","","","","","","","","","","","","","","","",""
"5066","","","","","","","","","","","","","","","","","","","","","","73.04000091552734","73.04000091552734","73.04000091552734"
"5078","","","","69.69000244140625","69.69000244140625","69.69000244140625","62.2400016784668","62.2400016784668","62.2400016784668","","","","72.2300033569336","72.2300033569336","72.2300033569336","","","","","","","","",""
"5079","","","","","","","","","","","","","","","","68.41999816894531","68.41999816894531","68.41999816894531","72.86000061035156","72.86000061035156","72.86000061035156","","",""
"5209","","","","","","","","","","64.1500015258789","64.1500015258789","64.1500015258789","","","","","","","","","","","",""
"5215","","","","69.80000305175781","69.80000305175781","69.80000305175781","62.880001068115234","62.880001068115234","62.880001068115234","","","","75.87000274658203","75.87000274658203","75.87000274658203","","","","","","","","",""
"5216","","","","","","","","","","","","","","","","65.06999969482422","65.06999969482422","65.06999969482422","73.9000015258789","73.9000015258789","73.9000015258789","","",""
"5262","63.80000114440918","61.4900016784668","66.11000061035156","","","","","","","","","","","","","","","","","","","","",""
"5263","","","","","","","","","","","","","","","","","","","","","","73.1500015258789","73.1500015258789","73.1500015258789"
"5264","66.11000061035156","66.11000061035156","66.11000061035156","","","","","","","","","","","","","","","","","","","","",""
"5346","","","","","","","","","","63.04999923706055","63.04999923706055","63.04999923706055","","","","","","","","","","","",""
"5394","60.04999923706055","60.04999923706055","60.04999923706055","","","","","","","","","","","","","","","","","","","","",""
"5395","","","","","","","","","","","","","","","","","","","","","","73.20999908447266","73.20999908447266","73.20999908447266"
"5417","","","","70.08999633789062","70.08999633789062","70.08999633789062","62.70000076293945","62.70000076293945","62.70000076293945","","","","74.70999908447266","74.70999908447266","74.70999908447266","","","","","","","","",""
"5418","","","","","","","","","","","","","","","","68.12999725341797","68.12999725341797","68.12999725341797","73.95999908447266","73.95999908447266","73.95999908447266","","",""
"5548","","","","","","","","","","65.87999725341797","65.87999725341797","65.87999725341797","","","","","","","","","","","",""
"5554","","","","69.75","69.75","69.75","63.68000030517578","63.68000030517578","63.68000030517578","","","","75.3499984741211","75.3499984741211","75.3499984741211","","","","","","","","",""
"5555","","","","","","","","","","","","","","","","66.91999816894531","66.91999816894531","66.91999816894531","73.2699966430664","73.2699966430664","73.2699966430664","","",""
"5592","","","","","","","","","","","","","","","","","","","","","","75.87000274658203","75.87000274658203","75.87000274658203"
"5685","","","","","","","","","","65.94000244140625","65.94000244140625","65.94000244140625","","","","","","","","","","","",""
"5724","","","","","","","","","","","","","","","","","","","","","","71.94000244140625","71.94000244140625","71.94000244140625"
"5756","","","","70.7300033569336","70.7300033569336","70.7300033569336","58.83000183105469","58.83000183105469","58.83000183105469","","","","75.45999908447266","75.45999908447266","75.45999908447266","","","","","","","","",""
"5757","","","","","","","","","","","","","","","","70.1500015258789","70.1500015258789","70.1500015258789","71.30000305175781","71.30000305175781","71.30000305175781","","",""
"5887","","","","","","","","","","66.62999725341797","66.62999725341797","66.62999725341797","","","","","","","","","","","",""
"5893","","","","68.19000244140625","68.19000244140625","68.19000244140625","62.59000015258789","62.59000015258789","62.59000015258789","","","","77.70999908447266","77.70999908447266","77.70999908447266","","","","","","","","",""
"5894","","","","","","","","","","","","","","","","69.2300033569336","69.2300033569336","69.2300033569336","75.05999755859375","75.05999755859375","75.05999755859375","","",""
"5921","","","","","","","","","","","","","","","","","","","","","","72.9800033569336","72.9800033569336","72.9800033569336"
"6024","","","","","","","","","","66.62999725341797","66.62999725341797","66.62999725341797","","","","","","","","","","","",""
"6053","","","","","","","","","","","","","","","","","","","","","","75.16999816894531","75.16999816894531","75.16999816894531"
"6095","","","","67.26000213623047","67.26000213623047","67.26000213623047","63.220001220703125","63.220001220703125","63.220001220703125","","","","76.38999938964844","76.38999938964844","76.38999938964844","","","","","","","","",""
"6096","","","","","","","","","","","","","","","","72.05999755859375","72.05999755859375","72.05999755859375","73.79000091552734","73.79000091552734","73.79000091552734","","",""
"6226","","","","","","","","","","67.44000244140625","67.44000244140625","67.44000244140625","","","","","","","","","","","",""
"6232","","","","67.95999908447266","67.95999908447266","67.95999908447266","65.23999786376953","65.23999786376953","65.23999786376953","","","","","","","","","","","","","","",""
"6233","","","","","","","","","","","","","74.5999984741211","74.5999984741211","74.5999984741211","68.30000305175781","68.30000305175781","68.30000305175781","71.6500015258789","71.6500015258789","71.6500015258789","","",""
"6250","","","","","","","","","","","","","","","","","","","","","","73.7300033569336","73.7300033569336","73.7300033569336"
"6363","","","","","","","","","","66.51000213623047","66.51000213623047","66.51000213623047","","","","","","","","","","","",""
