"Step","Group: text1-vision100 - evaluation/blimp/binding","Group: text1-vision100 - evaluation/blimp/binding__MIN","Group: text1-vision100 - evaluation/blimp/binding__MAX","Group: text1-vision10 - evaluation/blimp/binding","Group: text1-vision10 - evaluation/blimp/binding__MIN","Group: text1-vision10 - evaluation/blimp/binding__MAX","Group: text10-vision10 - evaluation/blimp/binding","Group: text10-vision10 - evaluation/blimp/binding__MIN","Group: text10-vision10 - evaluation/blimp/binding__MAX","Group: text10-vision100 - evaluation/blimp/binding","Group: text10-vision100 - evaluation/blimp/binding__MIN","Group: text10-vision100 - evaluation/blimp/binding__MAX","Group: text1-vision1 - evaluation/blimp/binding","Group: text1-vision1 - evaluation/blimp/binding__MIN","Group: text1-vision1 - evaluation/blimp/binding__MAX","Group: text10-vision1 - evaluation/blimp/binding","Group: text10-vision1 - evaluation/blimp/binding__MIN","Group: text10-vision1 - evaluation/blimp/binding__MAX","Group: text10-vision0 - evaluation/blimp/binding","Group: text10-vision0 - evaluation/blimp/binding__MIN","Group: text10-vision0 - evaluation/blimp/binding__MAX","Group: text1-vision0 - evaluation/blimp/binding","Group: text1-vision0 - evaluation/blimp/binding__MIN","Group: text1-vision0 - evaluation/blimp/binding__MAX"
"3743","","","","","","","","","","","","","","","","","","","58","58","58","","",""
"3748","57.72999954223633","57.72999954223633","57.72999954223633","57.939998626708984","57.939998626708984","57.939998626708984","","","","","","","","","","","","","","","","","",""
"3774","","","","","","","","","","55.72999954223633","55.72999954223633","55.72999954223633","","","","","","","","","","","",""
"3781","","","","","","","57.58000183105469","57.58000183105469","57.58000183105469","","","","","","","","","","","","","","",""
"3786","","","","","","","","","","","","","","","","","","","","","","60.54999923706055","60.54999923706055","60.54999923706055"
"3796","","","","","","","","","","","","","54.90999984741211","54.90999984741211","54.90999984741211","","","","","","","","",""
"3853","","","","","","","","","","","","","","","","56.16999816894531","56.16999816894531","56.16999816894531","","","","","",""
"3917","","","","","","","","","","","","","","","","","","","59.40999984741211","59.40999984741211","59.40999984741211","","",""
"3935","58.52000045776367","58.52000045776367","58.52000045776367","58.279998779296875","58.279998779296875","58.279998779296875","","","","","","","","","","","","","","","","","",""
"3949","","","","","","","","","","","","","53.380001068115234","53.380001068115234","53.380001068115234","","","","","","","","",""
"3953","","","","","","","","","","56.220001220703125","56.220001220703125","56.220001220703125","","","","","","","","","","","",""
"3960","","","","","","","57.47999954223633","57.47999954223633","57.47999954223633","","","","","","","","","","","","","61.779998779296875","61.779998779296875","61.779998779296875"
"4032","","","","","","","","","","","","","","","","58.459999084472656","58.459999084472656","58.459999084472656","","","","","",""
"4046","","","","","","","","","","56.56999969482422","56.56999969482422","56.56999969482422","","","","","","","","","","","",""
"4068","","","","","","","","","","","","","54.13999938964844","54.13999938964844","54.13999938964844","","","","","","","","",""
"4086","58.959999084472656","58.959999084472656","58.959999084472656","56.720001220703125","56.720001220703125","56.720001220703125","","","","","","","","","","","","","","","","","",""
"4091","","","","","","","","","","","","","","","","","","","57.52000045776367","57.52000045776367","57.52000045776367","","",""
"4134","","","","","","","","","","","","","","","","","","","","","","61.4900016784668","61.4900016784668","61.4900016784668"
"4139","","","","","","","55.70000076293945","55.70000076293945","55.70000076293945","","","","","","","","","","","","","","",""
"4179","","","","","","","","","","","","","","","","","","","58.189998626708984","58.189998626708984","58.189998626708984","","",""
"4211","","","","","","","","","","","","","","","","60.060001373291016","60.060001373291016","60.060001373291016","","","","","",""
"4225","","","","","","","","","","58.369998931884766","58.369998931884766","58.369998931884766","","","","","","","","","","","",""
"4247","","","","","","","","","","","","","54.349998474121094","54.349998474121094","54.349998474121094","","","","","","","","",""
"4273","56.31999969482422","56.31999969482422","56.31999969482422","58.560001373291016","58.560001373291016","58.560001373291016","","","","","","","","","","","","","","","","","",""
"4304","","","","","","","","","","","","","","","","57.880001068115234","57.880001068115234","57.880001068115234","","","","","",""
"4308","","","","","","","","","","","","","","","","","","","","","","61.77000045776367","61.77000045776367","61.77000045776367"
"4318","","","","","","","58.439998626708984","58.439998626708984","58.439998626708984","","","","","","","","","","","","","","",""
"4353","","","","","","","","","","","","","","","","","","","57.810001373291016","57.810001373291016","57.810001373291016","","",""
"4404","","","","","","","","","","56.470001220703125","56.470001220703125","56.470001220703125","","","","","","","","","","","",""
"4424","59.959999084472656","59.959999084472656","59.959999084472656","59.869998931884766","59.869998931884766","59.869998931884766","","","","","","","","","","","","","","","","","",""
"4426","","","","","","","","","","","","","54.65999984741211","54.65999984741211","54.65999984741211","","","","","","","","",""
"4439","","","","","","","","","","","","","","","","","","","","","","62.22999954223633","62.22999954223633","62.22999954223633"
"4483","","","","","","","","","","","","","","","","55.95000076293945","55.95000076293945","55.95000076293945","","","","","",""
"4497","","","","","","","56.56999969482422","56.56999969482422","56.56999969482422","","","","","","","","","","","","","","",""
"4527","","","","","","","","","","","","","","","","","","","57.720001220703125","57.720001220703125","57.720001220703125","","",""
"4583","","","","","","","","","","57.27000045776367","57.27000045776367","57.27000045776367","","","","","","","","","","","",""
"4605","","","","","","","","","","","","","55.29999923706055","55.29999923706055","55.29999923706055","","","","","","","","",""
"4611","60.459999084472656","60.459999084472656","60.459999084472656","58.93000030517578","58.93000030517578","58.93000030517578","","","","","","","","","","","","","","","","","",""
"4613","","","","","","","","","","","","","","","","","","","","","","61.709999084472656","61.709999084472656","61.709999084472656"
"4662","","","","","","","","","","","","","","","","55.91999816894531","55.91999816894531","55.91999816894531","","","","","",""
"4676","","","","","","","60.209999084472656","60.209999084472656","60.209999084472656","","","","","","","","","","","","","","",""
"4701","","","","","","","","","","","","","","","","","","","57.36000061035156","57.36000061035156","57.36000061035156","","",""
"4762","","","","","","","","","","55.459999084472656","55.459999084472656","55.459999084472656","","","","","","","","","","","",""
"4784","","","","","","","","","","","","","55.56999969482422","55.56999969482422","55.56999969482422","","","","","","","","",""
"4787","","","","","","","","","","","","","","","","","","","","","","62.040000915527344","62.040000915527344","62.040000915527344"
